Ser No.,Al,Ti,V,Cr,Mn,Fe,Ni,Cu,Nb,Mo,Al_wt%,Ti_wt%,V_wt%,Cr_wt%,Mn_wt%,Fe_wt%,Ni_wt%,Cu_wt%,Nb_wt%,Mo_wt%,Liquidus,Term. Temp,Peak Cracking Index,Num. Sim. Steps,Vol. Frac At Term. BCC_B2,Start Temp. BCC_B2,Vol. Frac At Term. BCC_B2#2,Start Temp. BCC_B2#2,Vol. Frac At Term. C14_LAVES,Start Temp. C14_LAVES,Vol. Frac At Term. CR3SI_A15,Start Temp. CR3SI_A15,Vol. Frac At Term. FCC_L12,Start Temp. FCC_L12,Vol. Frac At Term. HEUSLER_L21,Start Temp. HEUSLER_L21,Vol. Frac At Term. MU_PHASE,Start Temp. MU_PHASE,Vol. Frac At Term. SIGMA,Start Temp. SIGMA
108,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,4.23120011377806,7.50629515403655,13.9500729362621,8.15378701045156,8.61513867951742,8.75737048231916,9.20398147942982,9.96500787303167,14.5691156241444,15.0480306470292,1580.56,749.42,14362.1354468862,848,0.851554957598995,1580.56,0,0,0.0571019691532585,1257.46,0,0,0.0707555317958586,865.82,0,0,0,0,0,0
109,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,4.1768712940069,7.40991395116109,15.0549582768405,8.04909197995638,8.50451987066012,8.64492541004431,9.08580189975343,9.83705667663489,14.3820474553779,14.8548131855645,1580.41,749.7,6259.17500980383,846,0.615613109213401,1580.41,0,0,0.0489280275730565,1247.39,0,0,0.0696847330836227,868.2,0,0,0,0,0,0
110,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,4.12231196682129,7.31312382017028,16.1645314472706,7.94395274727002,8.39343172608509,8.53200325354439,8.96712090536809,9.70856260631627,14.1941855900044,14.6607759371496,1580.37,751.01,6699.32373853284,846,0.630607288796098,1580.37,0,0,0.0423791559254709,1237.92,0,0,0.0682636141135506,869.62,0,0,0,0,0,0
111,8.888888889,8.888888889,20,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,4.06752066210021,7.2159221530187,17.2788223454068,7.83836647937745,8.2818712524817,8.41860097009065,8.84793529837104,9.57952219975612,14.0055249660174,14.4659136733799,1581.29,751.44,7221.62613214115,844,0.644745663106673,1581.29,0,0,0.0366597259499887,1228.51,0,0,0.0671930717461591,872.81,0,0,0,0,0,0
112,8.75,8.75,21.25,8.75,8.75,8.75,8.75,8.75,8.75,8.75,4.01249589719458,7.11830631943567,18.3978611238872,7.73233031912125,8.16983543103091,8.30471549102482,8.72824185360765,9.44993196512961,13.8160604782729,14.2702211212954,1580.65,752.94,7932.24777667959,842,0.658218371499969,1580.65,0,0,0.0315787542630208,1219.14,0,0,0.0659067417959455,874.55,0,0,0,0,0,0
113,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,3.95723617679353,7.02027366668801,19.5216781928528,7.62584138494391,8.05732121713302,8.19034372148228,8.6080373183805,9.3197883807917,13.6257869780291,14.0736929629052,1581.02,753.52,35964.2111848874,847,0.888213140043688,1581.02,0,0,0.0271675312093592,1209.83,0,0,0.0649460510810878,877.09,0,0,0,0,0,0
114,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,3.9017399927889,6.92182151933979,20.6503042227028,7.51889677062678,7.94432554013182,8.07548254011179,8.48731841215473,9.18908789495825,13.4346992724796,13.8763238347055,1581.56,755.19,21687.2057118391,844,0.893612220059507,1581.56,0,0,0.0232561834696224,1200.47,0,0,0.0637554756366003,879.7,0,0,0,0,0,0
115,8.333333333,8.333333333,25,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,3.84600582413808,6.82294717900888,21.7837701468845,7.41149354502571,7.83084530303528,7.96012879879146,8.3660818262596,9.0578269253828,13.2427921242818,13.6781083271918,1582.32,756.93,121718908847851,850,0.898506014248548,1582.32,0,0,0.0198332792614669,1191.08,0,0,0.0626091824741771,882.31,0,0,0,0,0,0
116,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,3.79003213672504,6.72364792412043,22.9221071647194,7.30362875180325,7.71687738223261,7.84427932234119,8.2443242235862,8.92600185902933,13.0500602510776,13.4790409843649,1583.33,758.73,562949953421312,848,0.902961011656591,1583.33,0,0,0.0168405853758386,1181.71,0,0,0.0615058486142357,885.97,0,0,0,0,0,0
117,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,3.7338173833311,6.62392100985508,24.0653467419975,7.19529940937232,7.60241862743473,7.72793090846213,8.12204223852391,8.79360905200348,12.8564983253932,13.2791163036266,1585.43,760.57,1.50119987579017e+15,850,0.906957293636704,1585.43,0,0,0.0142242191193944,1173.09,0,0,0.0604456669354671,888.43,0,0,0,0,0,0
118,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,3.67736000305175,6.52376366711431,25.2135206228376,7.0865025097724,7.48746586048689,7.61108032652973,7.99923247569181,8.66064482817903,12.6621009726309,13.0783287337057,1586.22,762.48,264917625139441,849,0.910802818192018,1586.22,0,0,0.0119351221740553,1163.42,0,0,0.0594175099812576,890.46,0,0,0,0,0,0
119,7.777777778,7.777777778,30,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,3.62065842180482,6.42317310342197,26.3666608193526,6.97723501964879,7.37201587640329,7.49372431864541,7.87589151104405,8.52710548039468,12.4668627728189,12.8766726764655,1588.95,766.27,735057.719497865,843,0.914808607592392,1588.95,0,0,0.0105553263254662,1153.5,0,0,0.0580254725099398,893.3,0,0,0,0,0,0
120,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,3.56371105175461,6.32214650190267,27.5247996233614,6.86749387914286,7.2560654421946,7.37585959844475,7.7520158906172,8.39298726909786,12.2707782586285,12.6741424848555,1590.48,770.06,300239975158033,843,0.918117922912055,1590.48,0,0,0.00882876577981042,1144.08,0,0,0.0570230521151662,896.09,0,0,0,0,0,0
121,7.5,7.5,32.5,7.5,7.5,7.5,7.5,7.5,7.5,7.5,3.50651629126966,6.22068102120692,28.6879696072464,6.75727600181074,7.13961129678203,7.2574828510101,7.62760213043845,8.25828642224528,12.0738419152287,12.4707324627617,1593.16,775.84,4.5035996273705e+15,843,0.921003019068584,1593.16,0,0,0.00731537366992711,1135.18,0,0,0.0558044417831882,898.87,0,0,0,0,0,0
122,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,3.44907252477266,6.11877379524472,29.8562036270077,6.64657827433398,7.02265015069159,7.13859073255983,7.50264671619902,8.12299913494936,11.8760481797691,12.266436864472,1596.21,780.25,1.8014398509482e+15,844,0.924282271569346,1596.21,0,0,0.0064993812639059,1125.77,0,0,0.0546716914211362,902.43,0,0,0,0,0,0
123,7.222222222,7.222222222,35,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,3.39137812258827,6.01642193291574,31.0295348253567,6.53539755622635,6.90517868574435,7.01917987013348,7.37714610292317,7.98712156911993,11.6773914408563,12.0612498941357,1599.61,785.77,900719925474099,840,0.926834371103753,1599.61,0,0,0.00534499201179355,1115.65,0,0,0.0535069916531263,904.6,0,0,0,0,0,0
124,7.083333333,7.083333333,36.25,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,3.33343144078902,5.91362251783588,32.20799663485,6.42373067953694,6.78719355474268,6.8992468612728,7.25109671463308,7.85064985310128,11.4778660380233,11.8551657052151,1604.12,790.84,818836295885545,845,0.929045972050525,1604.12,0,0,0.00430522988161313,1106.18,0,0,0.0524107349143756,907.41,0,0,0,0,0,0
125,6.944444444,6.944444444,37.5,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,3.27523082103919,5.81037260806029,33.3916227810653,6.31157444854916,6.66869138115228,6.77878827369851,7.12449494400908,7.71358008130443,11.2774662611914,11.6481783999303,1512.76,797.88,136462.140566146,740,0.674625091895744,1512.76,0,0,0.00325199517399556,1093.42,0,0,0.0509788194917509,910.62,0,0,0,0,0,0
126,6.805555556,6.805555556,38.75,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,3.21677459060004,5.70666923609266,34.5804472824946,6.19892563979096,6.54966875911293,6.6578006453213,6.99733715240116,7.57590831421949,11.0761863506889,11.440282029278,1611.61,802.22,1030023.11228916,837,0.93363092806945,1611.61,0,0,0.00260151133661624,1087.17,0,0,0.0500940466821481,913.21,0,0,0,0,0,0
127,6.666666667,6.666666667,40,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,3.15806106152175,5.6025094074517,35.7745044669774,6.08578100047755,6.43012225179312,6.53628048256921,6.86961966807117,7.43763057651254,10.8740204944682,11.2314705901574,1616.12,808.79,405387.184034675,837,0.935646904198289,1616.12,0,0,0.00190932964981794,1077.68,0,0,0.0488369652702134,915.85,0,0,0,0,0,0
128,6.527777778,6.527777778,41.25,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,3.09908853144371,5.49789010209088,36.9738289554258,5.97213725005363,6.31004839301959,6.4142242620441,6.74133878793365,7.29874285891046,10.6709628308617,11.0217380282165,1620.84,814.82,233243.525416578,833,0.937925431671228,1620.84,0,0,0.00170259648810719,1068.4,0,0,0.0476028151623507,918.8,0,0,0,0,0,0
129,6.388888889,6.388888889,42.5,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,6.388888889,3.03985528279409,5.39280827297845,38.1784556781021,5.857991078651,6.18944368564753,6.29162842886501,6.61249077581474,7.15924111631581,10.4670074458256,10.8110782350056,1625.75,820.28,261725.00825928,832,0.939181183582461,1625.75,0,0,0.000388082520448693,1059.48,0,0,0.0465574212992847,921.23,0,0,0,0,0,0
130,6.25,6.25,43.75,6.25,6.25,6.25,6.25,6.25,6.25,6.25,2.98035958278059,5.28726084608103,39.3884198748077,5.74333914707062,6.06830460154176,6.16848939664894,6.48307186243203,7.01912126778501,10.2621483729084,10.599485047944,1630.82,825.82,307741.61740935,826,0.940350216170812,1630.82,0,0,0,0,0,0,0.0453440040229279,924.65,0,0,0,0,0,0
131,6.111111111,6.111111111,45,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,6.111111111,2.92059968322146,5.18124472006381,40.6037570983188,5.62817808645702,5.9466275812327,6.04480354716117,6.35307824502696,6.87837919613042,10.0563795926682,10.3869522497195,1636.83,831.99,625458.124990384,825,0.941769717012999,1636.83,0,0,0,0,0,0,0.0440605158955079,926.76,0,0,0,0,0,0
132,5.972222222,5.972222222,46.25,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,5.972222222,2.8605738203743,5.07475676598683,41.8245032178693,5.51250449796835,5.82440903356768,5.92056722996082,6.22250608699239,6.73701074751706,9.84969503208416,10.1734735676791,1641.38,837.93,1022422.53056227,824,0.943039732416282,1641.38,0,0,0,0,0,0,0.042748583088733,929.5,0,0,0,0,0,0
133,5.833333333,5.833333333,47.5,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,5.833333333,2.80028021476248,4.9677938269971,43.0506944226795,5.396314952442,5.70164533535769,5.79577676204176,6.09135151749516,6.59501173105392,9.64208856395831,9.95904267321206,1646.85,844.1,217287.438322451,822,0.944290910355511,1646.85,0,0,0,0,0,0,0.0414349434404524,932.3,0,0,0,0,0,0
134,5.694444444,5.694444444,48.75,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,5.694444444,2.73971707099936,4.86035271801669,44.2823672255321,5.2796059900557,5.57833283101931,5.67042842746866,5.95961063109353,6.45237791837986,9.43355400631038,9.7436531811244,1652.4,850.36,225178.700754736,822,0.945388438262112,1652.4,0,0,0,0,0,0,0.0401068406363573,935.13,0,0,0,0,0,0
135,5.555555556,5.555555556,50,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,5.555555556,2.67888257782953,4.75243022581595,45.5195584619328,5.16237412040709,5.45446783265876,5.54451847746238,5.82727948782701,6.30910504376085,9.22408512251983,9.52729864978584,1658.06,855.65,91509.1929639603,819,0.866465079700736,1658.06,0,0,0,0,0,0,0.0389032109963177,938.32,0,0,0,0,0,0
136,11.1111,11.1111,11.1111,0.0001,11.1111,11.1111,11.1111,11.1111,11.1111,11.1111,4.9266042600214,8.73996612980669,9.3014259215036,8.54449537251647e-05,10.0310497678843,10.1966575828662,10.7166697736801,11.6027720075354,16.9635718398024,17.5211972719462,1651,742.18,5853.65356690037,926,0.878208458782841,1651,0.00578496212882851,770.07,0.04376639531303,1190.91,7.74488529239394e-05,844.85,0.0624766619998582,844.85,0,0,0,0,0,0
137,10.97222222,10.97222222,10.97222222,1.25,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,10.97222222,4.87389333914272,8.64645513545122,9.2019077341416,1.07000852092699,9.92372515995193,10.0875610971917,10.6020095528242,11.4786311663021,16.7820745150987,17.3337337789688,1641.91,746.02,104251.253625329,924,0.855195544384542,1641.91,0.00196768373401431,748.31,0.0577706551895523,1215.81,8.03706436660065e-06,803.63,0.0702567536395368,844.66,0,0,0,0,8.63473435388753e-06,767.66
138,10.83333333,10.83333333,10.83333333,2.5,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,10.83333333,4.82098569023108,8.55259513876995,9.10201812437,2.14392477058539,9.81599999443758,9.97805744092189,10.4869213963654,11.3540270058344,16.5998998049295,17.1455706335547,1632.97,745.94,7595.98229554537,907,0.837032768717213,1632.97,0.00189216111626027,749.07,0.0682376179177339,1233.46,0,0,0.0735536274978339,846.05,0,0,0,0,0,0
139,10.69444444,10.69444444,10.69444444,3.75,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,10.69444444,4.76788446626361,8.45839173325328,9.00176304500781,3.22177019498978,9.70788069111222,9.8681531398151,10.3714121628645,11.2289669517896,16.41705856581,16.956719049094,1624.17,746.56,4403.61187081115,896,0.501386668282433,1624.17,0,0,0.0775710103318595,1250.08,0,0,0.0754021162711201,848.06,0,0,0,0,0,0
140,10.55555556,10.55555556,10.55555556,5,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,10.55555556,4.71458860312584,8.36384303112536,8.9011404870075,4.30356639347134,9.59936508333435,9.75784599145958,10.2554795375904,11.1034484980444,16.2335471337191,16.7671752411221,1615.53,747.29,4252.59825896882,884,0.813820990232169,1615.53,0.00101558051471494,750.09,0.0859029031624789,1264.43,0,0,0.0765980015260216,849.08,0,0,0,0,0,0
141,10.41666667,10.41666667,10.41666667,6.25,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,10.41666667,4.66109702835895,8.2689471298072,8.80014842556748,5.38933513473421,9.49045098747254,9.64713377617321,10.1391211876611,10.9774691188236,16.0493618159038,16.5769353954979,1607.04,746.94,5682.50736187897,879,0.80615003198277,1607.04,0.000996754205948293,748.98,0.0934526058959991,1276.59,0,0,0.0776919277981557,850.82,0,0,0,0,0,0
142,10.27777778,10.27777778,10.27777778,7.5,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,10.27777778,4.60740866209473,8.17370211357529,8.69878482189718,6.47909833787785,9.38113620480914,9.53601425893856,10.022334764077,10.8510262709018,15.8644988940988,16.3859956717297,1598.69,747.52,42036.5974168409,872,0.500065374444382,1598.69,0,0,0.09923083170973,1288.31,0,0,0.0784370564136469,852.8,0,0,0,0,0,0
143,10.13888889,10.13888889,10.13888889,8.75,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,10.13888889,4.55352241636012,8.07810605232785,8.59704762190414,7.57287808651338,9.27141852012425,9.4244851879635,9.90511790020846,10.7241173919658,15.6789546221316,16.194352200501,1590.5,749.43,5433.71268849888,858,0.793180794143,1590.5,0,0,0.105250500351567,1298.99,0,0,0.0783465763826377,854.55,0,0,0,0,0,0
144,10,10,10,10,10,10,10,10,10,10,4.49943719514737,7.98215700170926,8.49493475632634,8.67069662733981,9.1612957018385,9.31254429482637,9.78746821194814,10.5967399007796,15.4927252261642,16.0020010839205,1582.48,746.15,70870.957658953,858,0.744624754304429,1582.48,0.00446261050319209,919.49,0.118079192315465,1309.38,0,0,0.0841175384032676,853.46,0.0393427361721835,973.77,0,0,0,0
145,9.861111111,9.861111111,9.861111111,11.25,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,9.861111111,4.44515189438376,7.88585300305639,8.39244414067517,9.77257637075816,9.05076550195149,9.20018929441335,9.66938329764532,10.4688911971133,15.3058069045889,15.8089383954142,1574.62,750.07,5988.53148076343,839,0.505069416633479,1574.62,0,0,0.114422798526523,1318.53,0,0,0.0790406750317941,857.76,0,0,0,0,0,0
146,9.722222222,9.722222222,9.722222222,12.5,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,9.722222222,4.39066540173448,7.78919208304886,8.28957367486316,10.878539894873,8.93982565564038,9.08741788451049,9.55086073767703,10.3405686612786,15.1181958273495,15.6151601790246,1566.96,751.34,6326.35231076776,827,0.507795805504022,1566.96,0,0,0.118386187435991,1326.86,0,0,0.078898683643561,859.22,0,0,0,0,0,0
147,9.583333333,9.583333333,9.583333333,13.75,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,9.583333333,4.33597659663861,7.6921722537729,8.18632124327197,11.9886099447617,8.82847388133319,8.97422774587812,9.43189809452636,10.2117696542138,14.929888136065,15.4206624495383,1559.5,752.57,6704.77043793744,821,0.510845565905391,1559.5,0,0,0.122032109431402,1334.4,0,0,0.0786747371071059,859.86,0,0,0,0,0,0
148,9.444444444,9.444444444,9.444444444,15,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,9.444444444,4.28108435019832,7.59479151252476,8.08268471454314,13.1028094347244,8.71670788048312,8.86061654202154,9.31249291254133,10.0824915172227,14.7408799436486,15.2254411920922,1552.27,753.78,7121.52416828224,812,0.51418677168701,1552.27,0,0,0.125378569028337,1342.18,0,0,0.0783788446054963,861.32,0,0,0,0,0,0
149,9.305555556,9.305555556,9.305555556,16.25,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,9.305555556,4.22598752516573,7.49704784178742,7.97866194155336,14.2211614485493,8.60452533754188,8.7465819191639,9.19264271790647,9.95273157194358,14.5511673342616,15.0294923621267,1545.32,754.93,7581.06175043011,803,0.517795041073031,1545.32,0,0,0.128450472279577,1348.24,0,0,0.0780251782751259,863.17,0,0,0,0,0,0
150,9.166666667,9.166666667,9.166666667,17.5,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,9.166666667,4.1706849756113,7.39893920864228,7.87425076078833,15.3436892462449,8.49192391928447,8.63212150555974,9.07234501792135,9.82248711956843,14.3607463621727,14.8328118842065,1538.56,756.06,8081.22577346145,793,0.521617938763736,1538.56,0,0,0.131253071965893,1355.56,0,0,0.0776078515996336,864.6,0,0,0,0,0,0
151,9.027777778,9.027777778,9.027777778,18.75,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,9.027777778,4.11517554721621,7.30046356528791,7.76944899289483,16.4704162581044,8.3789012754045,8.51723291210026,8.95159730163669,9.69175544153144,14.1696130527637,14.6353956530601,1532.42,757.15,8174.57721088015,790,0.525888181540328,1532.42,0,0,0.13319843800939,1360.72,0,0,0.0772488141987241,865.66,0,0,0,0,0,0
152,8.888888889,8.888888889,8.888888889,20,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,8.888888889,4.05945807694937,7.20161884846696,7.66425444207081,17.6013660912626,8.26545503785651,8.40191373164471,8.83039703915163,9.56053379874822,13.9777634014179,14.4372395324313,1527.42,757.78,8745.74848720981,785,0.530062389586499,1527.42,0,0,0.135537822588592,1366.43,0,0,0.0768591291511663,867.37,0,0,0,0,8.93941561582127e-06,776.73
153,8.75,8.75,8.75,21.25,8.75,8.75,8.75,8.75,8.75,8.75,4.00353139304553,7.10240297942741,7.55866489602422,18.7365625301393,8.15158282081148,8.28616153897516,8.70874168156628,9.42881943156442,13.7851933734448,14.2383393550015,1521.42,758.77,9360.85881133093,778,0.534709120690483,1521.42,0,0,0.137602659432955,1372.32,0,0,0.0762940556427227,868.75,0,0,0,0,1.75407665921272e-05,777.28
154,8.611111111,8.611111111,8.611111111,22.5,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,8.611111111,3.94739431492318,7.00281386377688,7.45267812581782,19.8760295381065,8.03728222048957,8.16997389062652,8.58662866080298,9.29660955956223,13.5918989037971,14.0386909220972,1516.75,760.51,39131.8871336291,779,0.53944122079142,1516.75,0,0,0.138829905806459,1376.89,0,0,0.0755154924265516,869.47,0,0,0,0,2.49017199289848e-05,777.77
155,8.472222222,8.472222222,8.472222222,23.75,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,8.472222222,3.89104565310143,6.9028493913352,7.34629188571245,21.019791259175,7.92255081499098,8.05334832471461,8.46405538942563,9.16390138136475,13.3978758967846,13.8382900033954,1513.16,761.54,10225.5192469847,769,0.544353967039761,1513.16,0,0,0.140415354040986,1381.68,0,0,0.074859160559232,871.61,0,0,0,0,3.14947488358048e-05,778.69
156,8.333333333,8.333333333,8.333333333,25,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,8.333333333,3.83448420911607,6.80250743598542,7.23950391300833,22.1678720196991,7.80738616412491,7.93628236076224,8.34101926045694,9.03069207443813,13.2031202257852,13.6371323366236,1510.82,762.57,10955.2704605952,769,0.549697567644547,1510.82,0,0,0.141745077616469,1386.18,0,0,0.0741544292921662,872.12,0,0,0,0,3.55495554892769e-05,778.54
157,8.194444444,8.194444444,8.194444444,26.25,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,8.194444444,3.7777087754345,6.70178585552306,7.13231192788468,23.3202963301018,7.69178580923656,7.81877349952338,8.21751764719358,8.89697879489144,13.0076277329523,13.4352136272587,1509.44,763.6,11216.9054348344,769,0.55519835156781,1509.44,0,0,0.142335225568722,1390.42,0,0,0.0735029041310921,873.2,0,0,0,0,3.4182351080599e-05,778.91
158,8.055555556,8.055555556,8.055555556,27.5,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,8.055555556,3.72071813548296,6.60068249170421,7.02471363345094,24.4770888843238,7.57574727326229,7.70081922303929,8.0935479032652,8.7627586775406,12.8113942293077,13.232529548623,1509.19,764.65,12014.1960333592,764,0.560795477884871,1509.19,0,0,0.143184589190332,1395.1,0,0,0.0727637641283228,875.33,0,0,0,0,1.74573708025801e-05,777.64
159,7.916666667,7.916666667,7.916666667,28.75,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,7.916666667,3.66351106311291,6.499195169299,6.91670671473938,25.6382745706539,7.45926805964336,7.58241699353423,7.9691073614738,8.62802883465173,12.6144154929052,13.0290757399865,1509.96,765.66,12328.937679837,762,0.566729832548029,1509.96,0,0,0.143321102021936,1398.86,0,0,0.0720822077494119,876.1,0,0,0,0,0,0
160,7.777777778,7.777777778,7.777777778,30,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,7.777777778,3.60608632317476,6.39732169710941,6.80828883978832,26.8038784600835,7.34234565349399,7.46356425460286,7.84419333504173,8.49278635729238,12.4166872708055,12.8248478086076,1511.39,767.7,13182.5486066365,757,0.597606165082564,1511.39,0,0,0.143648039463656,1402.39,0,0,0.071051176637793,876.9,0,0,0,0,0,0
161,7.638888889,7.638888889,7.638888889,31.25,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,7.638888889,3.54844267099341,6.29505986703882,6.69945765865192,27.9739258169521,7.22497752053353,7.34425843012478,7.71880311647083,8.35702831409632,12.2182052772705,12.6198413278677,1513.9,768.75,13550.8696500404,761,0.579148364795489,1513.9,0,0,0.143327340547955,1405.81,0,0,0.0703244213334385,878.12,0,0,0,0,0,0
162,7.5,7.5,7.5,32.5,7.5,7.5,7.5,7.5,7.5,7.5,3.49057885238585,6.19240745412325,6.5902108034334,29.1484420985906,7.1071611071223,7.22449692430093,7.59293397758071,8.22075175130499,12.018965193824,12.414051837334,1516.81,770.75,14439.9379808841,762,0.585640477080528,1516.81,0,0,0.14319446014987,1408.71,0,0,0.0693065118894476,880.15,0,0,0,0,0,0
163,7.361111111,7.361111111,7.361111111,33.75,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,7.361111111,3.43249360357019,6.08936221636996,6.48054588811329,30.327452957167,6.98889384007632,7.10427712146532,7.46658316931085,8.08395369255324,11.8189626689383,12.2074748424355,1520.18,772.87,14864.1946588466,761,0.592445695620149,1520.18,0,0,0.142413815989865,1412.08,0,0,0.0683382077609425,881.13,0,0,0,0,0,0
164,7.222222222,7.222222222,7.222222222,35,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,7.222222222,3.37418565107365,5.98592189459425,6.37046050837572,31.510984241555,6.87017312648002,6.98359638589459,7.33974792152047,7.94663113865265,11.6181933177173,12.0001058141363,1523.94,773.77,15311.6348100268,764,0.599465645301706,1523.94,0,0,0.141457660232699,1414.85,0,0,0.0676107177157363,881.92,0,0,0,0,0,0
165,7.083333333,7.083333333,7.083333333,36.25,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,7.083333333,3.31565371163947,5.88208421225433,6.25995224143273,32.699061999222,6.75099635349674,6.86245206161538,7.21242544278613,7.80878106737238,11.4166527215765,11.7919401886044,1528.02,776.79,16242.2115916939,770,0.606563683726257,1528.02,0,0,0.140682795806411,1416.7,0,0,0.0664626953806563,883.14,0,0,0,0,3.51021704685855e-05,908.63
166,6.944444444,6.944444444,6.944444444,37.5,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,6.944444444,3.25689649213282,5.77784687528432,6.14901864584649,33.8917124781406,6.63136088817703,6.74084147220952,7.08461292019685,7.67040043321741,11.2143364279183,11.5829733668766,1532.36,778.33,16752.0753588881,770,0.613853062524917,1532.36,0,0,0.13933988868877,1419.27,0,0,0.0656170767024444,885.28,0,0,0,0,0.000220201918682745,919.34
167,6.805555556,6.805555556,6.805555556,38.75,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,6.805555556,3.1979126896104,5.67320757221781,6.03765726166085,35.0889621253749,6.51126407760048,6.61876192095815,6.95630751950572,7.53148616759256,11.0112399503722,11.3732007151069,1536.94,780.81,36262.8584491958,773,0.621275303360903,1536.94,0,0,0.138172905679674,1421.84,0,0,0.0645823594218795,886.18,0,0,0,0,0.000362681975772397,924.25
168,6.666666667,6.666666667,6.666666667,40,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,6.666666667,3.13870099057059,5.56816397285755,5.92586560898551,36.2908376023012,6.39070324734886,6.4962106892897,6.82750638349861,7.39203517703649,10.8073587662127,11.1626175618988,1541.7,783.25,18231.3834597472,776,0.628907891563691,1541.7,0,0,0.13647151907018,1424.61,0,0,0.0635649007029969,887.56,0,0,0,0,0.000567720295240613,929.62
169,6.527777778,6.527777778,6.527777778,41.25,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,6.527777778,3.07926007182737,5.46271372982584,5.81364118964606,37.4973657668689,6.26967570328561,6.37318503858868,6.69820663389534,7.2520443452799,10.6026883193682,10.9512192014141,1546.64,786.89,18852.3437044081,774,0.636708404359963,1546.64,0,0,0.134579673273169,1426.55,0,0,0.0623410784157377,887.92,0,0,0,0,0.00077321045838915,934.17
